"","Ranking","Player","Rating","Year","Month"
"587",7,"Vassily Ivanchuk",2744,2000,2
"588",8,"Michael Adams",2739,2000,2
"589",9,"Evgeny Bareev",2737,2000,2
"590",10,"Peter Svidler",2730,2000,2
"591",1,"Garry Kasparov",2868,2000,1
"592",2,"Viswanathan Anand",2810,2000,1
"593",3,"Vladimir Kramnik",2796,2000,1
"594",4,"Alexei Shirov",2761,2000,1
"595",5,"Alexander Morozevich",2748,2000,1
"596",6,"Vassily Ivanchuk",2746,2000,1
"597",7,"Peter Leko",2739,2000,1
"598",8,"Evgeny Bareev",2738,2000,1
"599",9,"Michael Adams",2736,2000,1
"600",10,"Veselin Topalov",2731,2000,1
"601",1,"Garry Kasparov",2871,1999,12
"602",2,"Viswanathan Anand",2814,1999,12
"603",3,"Vladimir Kramnik",2799,1999,12
"604",4,"Alexei Shirov",2761,1999,12
"605",5,"Vassily Ivanchuk",2749,1999,12
"606",6,"Alexander Morozevich",2746,1999,12
"607",7,"Michael Adams",2740,1999,12
"608",8,"Evgeny Bareev",2736,1999,12
"609",9,"Peter Leko",2735,1999,12
"610",10,"Peter Svidler",2730,1999,12
"611",1,"Garry Kasparov",2872,1999,11
"612",2,"Viswanathan Anand",2815,1999,11
"613",3,"Vladimir Kramnik",2800,1999,11
"614",4,"Alexei Shirov",2762,1999,11
"615",5,"Vassily Ivanchuk",2750,1999,11
"616",6,"Michael Adams",2744,1999,11
"617",7,"Alexander Morozevich",2740,1999,11
"618",8,"Evgeny Bareev",2739,1999,11
"619",9,"Peter Leko",2731,1999,11
"620",10,"Peter Svidler",2730,1999,11
"621",1,"Garry Kasparov",2873,1999,10
"622",2,"Viswanathan Anand",2816,1999,10
"623",3,"Vladimir Kramnik",2801,1999,10
"624",4,"Alexei Shirov",2762,1999,10
"625",5,"Vassily Ivanchuk",2753,1999,10
"626",6,"Michael Adams",2745,1999,10
"627",7,"Boris Gelfand",2736,1999,10
"628",8,"Peter Leko",2736,1999,10
"629",9,"Alexander Morozevich",2736,1999,10
"630",10,"Evgeny Bareev",2731,1999,10
"631",1,"Garry Kasparov",2881,1999,9
"632",2,"Viswanathan Anand",2816,1999,9
"633",3,"Vladimir Kramnik",2801,1999,9
"634",4,"Alexei Shirov",2761,1999,9
"635",5,"Vassily Ivanchuk",2753,1999,9
"636",6,"Michael Adams",2743,1999,9
"637",7,"Alexander Morozevich",2741,1999,9
"638",8,"Boris Gelfand",2735,1999,9
"639",9,"Peter Leko",2734,1999,9
"640",10,"Evgeny Bareev",2731,1999,9
"641",1,"Garry Kasparov",2884,1999,8
"642",2,"Viswanathan Anand",2820,1999,8
"643",3,"Vladimir Kramnik",2805,1999,8
"644",4,"Alexei Shirov",2768,1999,8
"645",5,"Vassily Ivanchuk",2747,1999,8
"646",6,"Michael Adams",2747,1999,8
"647",7,"Alexander Morozevich",2740,1999,8
"648",8,"Boris Gelfand",2738,1999,8
"649",9,"Peter Leko",2736,1999,8
"650",10,"Peter Svidler",2731,1999,8
"651",1,"Garry Kasparov",2884,1999,7
"652",2,"Viswanathan Anand",2821,1999,7
"653",3,"Vladimir Kramnik",2802,1999,7
"654",4,"Alexei Shirov",2758,1999,7
"655",5,"Vassily Ivanchuk",2747,1999,7
"656",6,"Michael Adams",2743,1999,7
"657",7,"Alexander Morozevich",2742,1999,7
"658",8,"Boris Gelfand",2738,1999,7
"659",9,"Evgeny Bareev",2735,1999,7
"660",10,"Veselin Topalov",2734,1999,7
"661",1,"Garry Kasparov",2884,1999,6
"662",2,"Viswanathan Anand",2821,1999,6
"663",3,"Vladimir Kramnik",2802,1999,6
"664",4,"Alexei Shirov",2757,1999,6
"665",5,"Vassily Ivanchuk",2748,1999,6
"666",6,"Alexander Morozevich",2744,1999,6
"667",7,"Michael Adams",2741,1999,6
"668",8,"Evgeny Bareev",2737,1999,6
"669",9,"Veselin Topalov",2735,1999,6
"670",10,"Peter Svidler",2733,1999,6
"671",1,"Garry Kasparov",2876,1999,5
"672",2,"Viswanathan Anand",2822,1999,5
"673",3,"Vladimir Kramnik",2803,1999,5
"674",4,"Alexei Shirov",2751,1999,5
"675",5,"Vassily Ivanchuk",2750,1999,5
"676",6,"Veselin Topalov",2738,1999,5
"677",7,"Michael Adams",2738,1999,5
"678",8,"Alexander Morozevich",2734,1999,5
"679",9,"Peter Svidler",2733,1999,5
"680",10,"Boris Gelfand",2728,1999,5
"681",1,"Garry Kasparov",2876,1999,4
"682",2,"Viswanathan Anand",2832,1999,4
"683",3,"Vladimir Kramnik",2803,1999,4
"684",4,"Alexei Shirov",2752,1999,4
"685",5,"Vassily Ivanchuk",2750,1999,4
"686",6,"Peter Svidler",2740,1999,4
"687",7,"Veselin Topalov",2736,1999,4
"688",8,"Michael Adams",2735,1999,4
"689",9,"Alexander Morozevich",2734,1999,4
"690",10,"Boris Gelfand",2728,1999,4
"691",1,"Garry Kasparov",2861,1999,3
"692",2,"Viswanathan Anand",2833,1999,3
"693",3,"Vladimir Kramnik",2802,1999,3
"694",4,"Alexei Shirov",2752,1999,3
"695",5,"Vassily Ivanchuk",2745,1999,3
"696",6,"Peter Svidler",2744,1999,3
"697",7,"Veselin Topalov",2740,1999,3
"698",8,"Michael Adams",2738,1999,3
"699",9,"Alexander Morozevich",2730,1999,3
"700",10,"Boris Gelfand",2727,1999,3
"701",1,"Garry Kasparov",2857,1999,2
"702",2,"Viswanathan Anand",2832,1999,2
"703",3,"Vladimir Kramnik",2800,1999,2
"704",4,"Vassily Ivanchuk",2753,1999,2
"705",5,"Alexei Shirov",2751,1999,2
"706",6,"Peter Svidler",2741,1999,2
"707",7,"Veselin Topalov",2739,1999,2
"708",8,"Michael Adams",2735,1999,2
"709",9,"Anatoly Karpov",2728,1999,2
"710",10,"Nigel Short",2727,1999,2
"711",1,"Garry Kasparov",2840,1999,1
"712",2,"Viswanathan Anand",2825,1999,1
"713",3,"Vladimir Kramnik",2803,1999,1
"714",4,"Vassily Ivanchuk",2754,1999,1
"715",5,"Alexei Shirov",2746,1999,1
"716",6,"Veselin Topalov",2745,1999,1
"717",7,"Peter Svidler",2744,1999,1
"718",8,"Michael Adams",2731,1999,1
"719",9,"Anatoly Karpov",2730,1999,1
"720",10,"Nigel Short",2729,1999,1
"721",1,"Garry Kasparov",2843,1998,12
"722",2,"Viswanathan Anand",2827,1998,12
"723",3,"Vladimir Kramnik",2805,1998,12
"724",4,"Vassily Ivanchuk",2756,1998,12
"725",5,"Alexei Shirov",2747,1998,12
"726",6,"Veselin Topalov",2747,1998,12
"727",7,"Peter Svidler",2744,1998,12
"728",8,"Anatoly Karpov",2733,1998,12
"729",9,"Michael Adams",2733,1998,12
"730",10,"Nigel Short",2729,1998,12
"731",1,"Garry Kasparov",2845,1998,11
"732",2,"Viswanathan Anand",2830,1998,11
"733",3,"Vladimir Kramnik",2803,1998,11
"734",4,"Vassily Ivanchuk",2758,1998,11
"735",5,"Veselin Topalov",2752,1998,11
"736",6,"Peter Svidler",2746,1998,11
"737",7,"Alexei Shirov",2742,1998,11
"738",8,"Anatoly Karpov",2736,1998,11
"739",9,"Michael Adams",2735,1998,11
"740",10,"Evgeny Bareev",2727,1998,11
"741",1,"Garry Kasparov",2846,1998,10
"742",2,"Viswanathan Anand",2825,1998,10
"743",3,"Vladimir Kramnik",2810,1998,10
"744",4,"Vassily Ivanchuk",2758,1998,10
"745",5,"Veselin Topalov",2749,1998,10
"746",6,"Peter Svidler",2745,1998,10
"747",7,"Alexei Shirov",2741,1998,10
"748",8,"Michael Adams",2738,1998,10
"749",9,"Anatoly Karpov",2738,1998,10
"750",10,"Evgeny Bareev",2728,1998,10
"751",1,"Garry Kasparov",2847,1998,9
"752",2,"Viswanathan Anand",2825,1998,9
"753",3,"Vladimir Kramnik",2810,1998,9
"754",4,"Vassily Ivanchuk",2759,1998,9
"755",5,"Veselin Topalov",2748,1998,9
"756",6,"Peter Svidler",2743,1998,9
"757",7,"Alexei Shirov",2741,1998,9
"758",8,"Anatoly Karpov",2739,1998,9
"759",9,"Michael Adams",2738,1998,9
"760",10,"Evgeny Bareev",2728,1998,9
"761",1,"Garry Kasparov",2847,1998,8
"762",2,"Viswanathan Anand",2820,1998,8
"763",3,"Vladimir Kramnik",2808,1998,8
"764",4,"Vassily Ivanchuk",2761,1998,8
"765",5,"Anatoly Karpov",2749,1998,8
"766",6,"Veselin Topalov",2748,1998,8
"767",7,"Peter Svidler",2740,1998,8
"768",8,"Michael Adams",2738,1998,8
"769",9,"Alexei Shirov",2737,1998,8
"770",10,"Evgeny Bareev",2733,1998,8
"771",1,"Garry Kasparov",2850,1998,7
"772",2,"Viswanathan Anand",2827,1998,7
"773",3,"Vladimir Kramnik",2808,1998,7
"774",4,"Vassily Ivanchuk",2763,1998,7
"775",5,"Anatoly Karpov",2754,1998,7
"776",6,"Veselin Topalov",2752,1998,7
"777",7,"Alexei Shirov",2743,1998,7
"778",8,"Peter Svidler",2735,1998,7
"779",9,"Michael Adams",2734,1998,7
"780",10,"Evgeny Bareev",2731,1998,7
"781",1,"Garry Kasparov",2852,1998,6
"782",2,"Viswanathan Anand",2831,1998,6
"783",3,"Vladimir Kramnik",2810,1998,6
"784",4,"Vassily Ivanchuk",2770,1998,6
"785",5,"Anatoly Karpov",2756,1998,6
"786",6,"Veselin Topalov",2752,1998,6
"787",7,"Alexei Shirov",2744,1998,6
"788",8,"Evgeny Bareev",2735,1998,6
"789",9,"Peter Svidler",2734,1998,6
"790",10,"Michael Adams",2728,1998,6
"791",1,"Garry Kasparov",2854,1998,5
"792",2,"Viswanathan Anand",2831,1998,5
"793",3,"Vladimir Kramnik",2817,1998,5
"794",4,"Vassily Ivanchuk",2767,1998,5
"795",5,"Anatoly Karpov",2758,1998,5
"796",6,"Veselin Topalov",2754,1998,5
"797",7,"Alexei Shirov",2740,1998,5
"798",8,"Peter Svidler",2732,1998,5
"799",9,"Michael Adams",2730,1998,5
"800",10,"Evgeny Bareev",2721,1998,5
"801",1,"Garry Kasparov",2854,1998,4
"802",2,"Viswanathan Anand",2833,1998,4
"803",3,"Vladimir Kramnik",2818,1998,4
"804",4,"Vassily Ivanchuk",2768,1998,4
"805",5,"Anatoly Karpov",2761,1998,4
"806",6,"Veselin Topalov",2754,1998,4
"807",7,"Alexei Shirov",2741,1998,4
"808",8,"Peter Svidler",2728,1998,4
"809",9,"Michael Adams",2727,1998,4
"810",10,"Boris Gelfand",2722,1998,4
"811",1,"Garry Kasparov",2861,1998,3
"812",2,"Viswanathan Anand",2829,1998,3
"813",3,"Vladimir Kramnik",2818,1998,3
"814",4,"Vassily Ivanchuk",2767,1998,3
"815",5,"Anatoly Karpov",2762,1998,3
"816",6,"Veselin Topalov",2758,1998,3
"817",7,"Alexei Shirov",2737,1998,3
"818",8,"Michael Adams",2725,1998,3
"819",9,"Gata Kamsky",2725,1998,3
"820",10,"Peter Svidler",2724,1998,3
"821",1,"Garry Kasparov",2861,1998,2
"822",2,"Viswanathan Anand",2828,1998,2
"823",3,"Vladimir Kramnik",2817,1998,2
"824",4,"Vassily Ivanchuk",2774,1998,2
"825",5,"Anatoly Karpov",2762,1998,2
"826",6,"Veselin Topalov",2761,1998,2
"827",7,"Alexei Shirov",2731,1998,2
"828",8,"Gata Kamsky",2728,1998,2
"829",9,"Evgeny Bareev",2723,1998,2
"830",10,"Peter Svidler",2723,1998,2
"831",1,"Garry Kasparov",2861,1998,1
"832",2,"Viswanathan Anand",2830,1998,1
"833",3,"Vladimir Kramnik",2815,1998,1
"834",4,"Vassily Ivanchuk",2775,1998,1
"835",5,"Anatoly Karpov",2767,1998,1
"836",6,"Veselin Topalov",2765,1998,1
"837",7,"Gata Kamsky",2732,1998,1
"838",8,"Alexei Shirov",2729,1998,1
"839",9,"Evgeny Bareev",2722,1998,1
"840",10,"Peter Svidler",2722,1998,1
"841",1,"Garry Kasparov",2863,1997,12
"842",2,"Viswanathan Anand",2825,1997,12
"843",3,"Vladimir Kramnik",2819,1997,12
"844",4,"Vassily Ivanchuk",2783,1997,12
"845",5,"Anatoly Karpov",2770,1997,12
"846",6,"Veselin Topalov",2769,1997,12
"847",7,"Gata Kamsky",2737,1997,12
"848",8,"Alexei Shirov",2729,1997,12
"849",9,"Boris Gelfand",2725,1997,12
"850",10,"Evgeny Bareev",2719,1997,12
"851",1,"Garry Kasparov",2863,1997,11
"852",2,"Viswanathan Anand",2825,1997,11
"853",3,"Vladimir Kramnik",2824,1997,11
"854",4,"Vassily Ivanchuk",2778,1997,11
"855",5,"Anatoly Karpov",2776,1997,11
"856",6,"Veselin Topalov",2769,1997,11
"857",7,"Gata Kamsky",2740,1997,11
"858",8,"Alexei Shirov",2728,1997,11
"859",9,"Boris Gelfand",2724,1997,11
"860",10,"Evgeny Bareev",2718,1997,11
"861",1,"Garry Kasparov",2863,1997,10
"862",2,"Viswanathan Anand",2825,1997,10
"863",3,"Vladimir Kramnik",2822,1997,10
"864",4,"Anatoly Karpov",2777,1997,10
"865",5,"Vassily Ivanchuk",2776,1997,10
"866",6,"Veselin Topalov",2769,1997,10
"867",7,"Gata Kamsky",2743,1997,10
"868",8,"Alexei Shirov",2731,1997,10
"869",9,"Boris Gelfand",2724,1997,10
"870",10,"Evgeny Bareev",2718,1997,10
"871",1,"Garry Kasparov",2859,1997,9
"872",2,"Viswanathan Anand",2824,1997,9
"873",3,"Vladimir Kramnik",2818,1997,9
"874",4,"Anatoly Karpov",2778,1997,9
"875",5,"Vassily Ivanchuk",2775,1997,9
"876",6,"Veselin Topalov",2768,1997,9
"877",7,"Gata Kamsky",2745,1997,9
"878",8,"Alexei Shirov",2735,1997,9
"879",9,"Boris Gelfand",2726,1997,9
"880",10,"Evgeny Bareev",2718,1997,9
"881",1,"Garry Kasparov",2859,1997,8
"882",2,"Viswanathan Anand",2825,1997,8
"883",3,"Vladimir Kramnik",2817,1997,8
"884",4,"Anatoly Karpov",2779,1997,8
"885",5,"Vassily Ivanchuk",2776,1997,8
"886",6,"Veselin Topalov",2764,1997,8
"887",7,"Gata Kamsky",2747,1997,8
"888",8,"Alexei Shirov",2735,1997,8
"889",9,"Boris Gelfand",2722,1997,8
"890",10,"Evgeny Bareev",2718,1997,8
"891",1,"Garry Kasparov",2859,1997,7
"892",2,"Viswanathan Anand",2823,1997,7
"893",3,"Vladimir Kramnik",2810,1997,7
"894",4,"Anatoly Karpov",2784,1997,7
"895",5,"Vassily Ivanchuk",2777,1997,7
"896",6,"Veselin Topalov",2762,1997,7
"897",7,"Gata Kamsky",2750,1997,7
"898",8,"Alexei Shirov",2736,1997,7
"899",9,"Boris Gelfand",2723,1997,7
"900",10,"Evgeny Bareev",2717,1997,7
"901",1,"Garry Kasparov",2858,1997,6
"902",2,"Viswanathan Anand",2809,1997,6
"903",3,"Vladimir Kramnik",2806,1997,6
"904",4,"Anatoly Karpov",2790,1997,6
"905",5,"Vassily Ivanchuk",2777,1997,6
"906",6,"Veselin Topalov",2773,1997,6
"907",7,"Gata Kamsky",2751,1997,6
"908",8,"Alexei Shirov",2736,1997,6
"909",9,"Boris Gelfand",2724,1997,6
"910",10,"Evgeny Bareev",2716,1997,6
"911",1,"Garry Kasparov",2859,1997,5
"912",2,"Viswanathan Anand",2811,1997,5
"913",3,"Vladimir Kramnik",2805,1997,5
"914",4,"Anatoly Karpov",2791,1997,5
"915",5,"Vassily Ivanchuk",2778,1997,5
"916",6,"Veselin Topalov",2768,1997,5
"917",7,"Gata Kamsky",2755,1997,5
"918",8,"Alexei Shirov",2730,1997,5
"919",9,"Valery Salov",2725,1997,5
"920",10,"Boris Gelfand",2724,1997,5
"921",1,"Garry Kasparov",2859,1997,4
"922",2,"Viswanathan Anand",2804,1997,4
"923",3,"Vladimir Kramnik",2801,1997,4
"924",4,"Anatoly Karpov",2792,1997,4
"925",5,"Vassily Ivanchuk",2779,1997,4
"926",6,"Veselin Topalov",2766,1997,4
"927",7,"Gata Kamsky",2755,1997,4
"928",8,"Alexei Shirov",2729,1997,4
"929",9,"Boris Gelfand",2723,1997,4
"930",10,"Valery Salov",2716,1997,4
"931",1,"Garry Kasparov",2859,1997,3
"932",2,"Viswanathan Anand",2805,1997,3
"933",3,"Vladimir Kramnik",2801,1997,3
"934",4,"Anatoly Karpov",2793,1997,3
"935",5,"Vassily Ivanchuk",2779,1997,3
"936",6,"Veselin Topalov",2766,1997,3
"937",7,"Gata Kamsky",2757,1997,3
"938",8,"Alexei Shirov",2727,1997,3
"939",9,"Boris Gelfand",2724,1997,3
"940",10,"Valery Salov",2718,1997,3
"941",1,"Garry Kasparov",2848,1997,2
"942",2,"Viswanathan Anand",2810,1997,2
"943",3,"Anatoly Karpov",2794,1997,2
"944",4,"Vladimir Kramnik",2794,1997,2
"945",5,"Vassily Ivanchuk",2786,1997,2
"946",6,"Veselin Topalov",2762,1997,2
"947",7,"Gata Kamsky",2758,1997,2
"948",8,"Alexei Shirov",2735,1997,2
"949",9,"Boris Gelfand",2726,1997,2
"950",10,"Valery Salov",2717,1997,2
"951",1,"Garry Kasparov",2850,1997,1
"952",2,"Viswanathan Anand",2810,1997,1
"953",3,"Anatoly Karpov",2795,1997,1
"954",4,"Vladimir Kramnik",2794,1997,1
"955",5,"Vassily Ivanchuk",2784,1997,1
"956",6,"Veselin Topalov",2762,1997,1
"957",7,"Gata Kamsky",2757,1997,1
"958",8,"Alexei Shirov",2734,1997,1
"959",9,"Boris Gelfand",2726,1997,1
"960",10,"Alexey Dreev",2719,1997,1
"961",1,"Garry Kasparov",2841,1996,12
"962",2,"Viswanathan Anand",2805,1996,12
"963",3,"Anatoly Karpov",2800,1996,12
"964",4,"Vladimir Kramnik",2791,1996,12
"965",5,"Vassily Ivanchuk",2790,1996,12
"966",6,"Gata Kamsky",2757,1996,12
"967",7,"Veselin Topalov",2757,1996,12
"968",8,"Alexei Shirov",2735,1996,12
"969",9,"Boris Gelfand",2724,1996,12
"970",10,"Alexey Dreev",2719,1996,12
"971",1,"Garry Kasparov",2842,1996,11
"972",2,"Viswanathan Anand",2806,1996,11
"973",3,"Anatoly Karpov",2800,1996,11
"974",4,"Vladimir Kramnik",2791,1996,11
"975",5,"Vassily Ivanchuk",2790,1996,11
"976",6,"Gata Kamsky",2759,1996,11
"977",7,"Veselin Topalov",2757,1996,11
"978",8,"Alexei Shirov",2736,1996,11
"979",9,"Boris Gelfand",2724,1996,11
"980",10,"Alexey Dreev",2714,1996,11
"981",1,"Garry Kasparov",2842,1996,10
"982",2,"Anatoly Karpov",2809,1996,10
"983",3,"Viswanathan Anand",2806,1996,10
"984",4,"Vladimir Kramnik",2790,1996,10
"985",5,"Vassily Ivanchuk",2788,1996,10
"986",6,"Gata Kamsky",2761,1996,10
"987",7,"Veselin Topalov",2755,1996,10
"988",8,"Alexei Shirov",2734,1996,10
"989",9,"Boris Gelfand",2719,1996,10
"990",10,"Valery Salov",2715,1996,10
"991",1,"Garry Kasparov",2833,1996,9
"992",2,"Anatoly Karpov",2808,1996,9
"993",3,"Viswanathan Anand",2805,1996,9
"994",4,"Vladimir Kramnik",2791,1996,9
"995",5,"Vassily Ivanchuk",2780,1996,9
"996",6,"Gata Kamsky",2761,1996,9
"997",7,"Veselin Topalov",2758,1996,9
"998",8,"Alexei Shirov",2726,1996,9
"999",9,"Boris Gelfand",2722,1996,9
"1000",10,"Valery Salov",2715,1996,9
"1001",1,"Garry Kasparov",2834,1996,8
"1002",2,"Anatoly Karpov",2807,1996,8
"1003",3,"Viswanathan Anand",2806,1996,8
"1004",4,"Vladimir Kramnik",2791,1996,8
"1005",5,"Vassily Ivanchuk",2779,1996,8
"1006",6,"Gata Kamsky",2766,1996,8
"1007",7,"Veselin Topalov",2754,1996,8
"1008",8,"Alexei Shirov",2727,1996,8
"1009",9,"Valery Salov",2722,1996,8
"1010",10,"Alexey Dreev",2717,1996,8
"1011",1,"Garry Kasparov",2833,1996,7
"1012",2,"Anatoly Karpov",2810,1996,7
"1013",3,"Viswanathan Anand",2798,1996,7
"1014",4,"Vladimir Kramnik",2789,1996,7
"1015",5,"Vassily Ivanchuk",2780,1996,7
"1016",6,"Gata Kamsky",2767,1996,7
"1017",7,"Veselin Topalov",2754,1996,7
"1018",8,"Alexei Shirov",2731,1996,7
"1019",9,"Valery Salov",2725,1996,7
"1020",10,"Alexey Dreev",2718,1996,7
"1021",1,"Garry Kasparov",2832,1996,6
"1022",2,"Anatoly Karpov",2804,1996,6
"1023",3,"Viswanathan Anand",2802,1996,6
"1024",4,"Vladimir Kramnik",2789,1996,6
"1025",5,"Vassily Ivanchuk",2780,1996,6
"1026",6,"Gata Kamsky",2766,1996,6
"1027",7,"Veselin Topalov",2755,1996,6
"1028",8,"Alexei Shirov",2731,1996,6
"1029",9,"Valery Salov",2727,1996,6
"1030",10,"Alexey Dreev",2718,1996,6
"1031",1,"Garry Kasparov",2832,1996,5
"1032",2,"Anatoly Karpov",2804,1996,5
"1033",3,"Viswanathan Anand",2795,1996,5
"1034",4,"Vassily Ivanchuk",2788,1996,5
"1035",5,"Vladimir Kramnik",2780,1996,5
"1036",6,"Gata Kamsky",2774,1996,5
"1037",7,"Veselin Topalov",2735,1996,5
"1038",8,"Alexei Shirov",2732,1996,5
"1039",9,"Alexey Dreev",2721,1996,5
"1040",10,"Valery Salov",2720,1996,5
"1041",1,"Garry Kasparov",2830,1996,4
"1042",2,"Anatoly Karpov",2805,1996,4
"1043",3,"Viswanathan Anand",2797,1996,4
"1044",4,"Vassily Ivanchuk",2788,1996,4
"1045",5,"Vladimir Kramnik",2781,1996,4
"1046",6,"Gata Kamsky",2774,1996,4
"1047",7,"Alexei Shirov",2732,1996,4
"1048",8,"Veselin Topalov",2732,1996,4
"1049",9,"Valery Salov",2722,1996,4
"1050",10,"Alexey Dreev",2719,1996,4
"1051",1,"Garry Kasparov",2828,1996,3
"1052",2,"Anatoly Karpov",2806,1996,3
"1053",3,"Viswanathan Anand",2797,1996,3
"1054",4,"Vassily Ivanchuk",2789,1996,3
"1055",5,"Vladimir Kramnik",2786,1996,3
"1056",6,"Gata Kamsky",2775,1996,3
"1057",7,"Alexei Shirov",2733,1996,3
"1058",8,"Valery Salov",2730,1996,3
"1059",9,"Veselin Topalov",2723,1996,3
"1060",10,"Alexey Dreev",2719,1996,3
"1061",1,"Garry Kasparov",2828,1996,2
"1062",2,"Anatoly Karpov",2813,1996,2
"1063",3,"Viswanathan Anand",2798,1996,2
"1064",4,"Vassily Ivanchuk",2789,1996,2
"1065",5,"Vladimir Kramnik",2787,1996,2
"1066",6,"Gata Kamsky",2776,1996,2
"1067",7,"Alexei Shirov",2734,1996,2
"1068",8,"Valery Salov",2733,1996,2
"1069",9,"Veselin Topalov",2723,1996,2
"1070",10,"Alexey Dreev",2719,1996,2
"1071",1,"Garry Kasparov",2831,1996,1
"1072",2,"Anatoly Karpov",2815,1996,1
"1073",3,"Viswanathan Anand",2800,1996,1
"1074",4,"Vladimir Kramnik",2788,1996,1
"1075",5,"Vassily Ivanchuk",2784,1996,1
"1076",6,"Gata Kamsky",2776,1996,1
"1077",7,"Alexei Shirov",2737,1996,1
"1078",8,"Valery Salov",2735,1996,1
"1079",9,"Boris Gelfand",2725,1996,1
"1080",10,"Veselin Topalov",2717,1996,1
"1081",1,"Garry Kasparov",2835,1995,12
"1082",2,"Anatoly Karpov",2814,1995,12
"1083",3,"Viswanathan Anand",2801,1995,12
"1084",4,"Vladimir Kramnik",2789,1995,12
"1085",5,"Vassily Ivanchuk",2785,1995,12
"1086",6,"Gata Kamsky",2775,1995,12
"1087",7,"Alexei Shirov",2740,1995,12
"1088",8,"Valery Salov",2737,1995,12
"1089",9,"Boris Gelfand",2727,1995,12
"1090",10,"Veselin Topalov",2716,1995,12
"1091",1,"Garry Kasparov",2836,1995,11
"1092",2,"Anatoly Karpov",2814,1995,11
"1093",3,"Viswanathan Anand",2802,1995,11
"1094",4,"Vassily Ivanchuk",2795,1995,11
"1095",5,"Vladimir Kramnik",2784,1995,11
"1096",6,"Gata Kamsky",2775,1995,11
"1097",7,"Alexei Shirov",2738,1995,11
"1098",8,"Valery Salov",2737,1995,11
"1099",9,"Boris Gelfand",2717,1995,11
"1100",10,"Veselin Topalov",2716,1995,11
"1101",1,"Garry Kasparov",2843,1995,10
"1102",2,"Anatoly Karpov",2816,1995,10
"1103",3,"Viswanathan Anand",2809,1995,10
"1104",4,"Vassily Ivanchuk",2789,1995,10
"1105",5,"Gata Kamsky",2777,1995,10
"1106",6,"Vladimir Kramnik",2776,1995,10
"1107",7,"Valery Salov",2739,1995,10
"1108",8,"Alexei Shirov",2739,1995,10
"1109",9,"Boris Gelfand",2720,1995,10
"1110",10,"Alexey Dreev",2719,1995,10
"1111",1,"Garry Kasparov",2843,1995,9
"1112",2,"Anatoly Karpov",2815,1995,9
"1113",3,"Viswanathan Anand",2807,1995,9
"1114",4,"Vassily Ivanchuk",2790,1995,9
"1115",5,"Gata Kamsky",2777,1995,9
"1116",6,"Vladimir Kramnik",2773,1995,9
"1117",7,"Alexei Shirov",2741,1995,9
"1118",8,"Valery Salov",2740,1995,9
"1119",9,"Boris Gelfand",2721,1995,9
"1120",10,"Alexey Dreev",2720,1995,9
"1121",1,"Garry Kasparov",2844,1995,8
"1122",2,"Anatoly Karpov",2814,1995,8
"1123",3,"Viswanathan Anand",2806,1995,8
"1124",4,"Vassily Ivanchuk",2789,1995,8
"1125",5,"Gata Kamsky",2777,1995,8
"1126",6,"Vladimir Kramnik",2773,1995,8
"1127",7,"Valery Salov",2751,1995,8
"1128",8,"Alexei Shirov",2742,1995,8
"1129",9,"Boris Gelfand",2722,1995,8
"1130",10,"Alexey Dreev",2718,1995,8
"1131",1,"Garry Kasparov",2847,1995,7
"1132",2,"Anatoly Karpov",2811,1995,7
"1133",3,"Viswanathan Anand",2807,1995,7
"1134",4,"Vassily Ivanchuk",2793,1995,7
"1135",5,"Gata Kamsky",2777,1995,7
"1136",6,"Vladimir Kramnik",2762,1995,7
"1137",7,"Valery Salov",2752,1995,7
"1138",8,"Alexei Shirov",2743,1995,7
"1139",9,"Boris Gelfand",2726,1995,7
"1140",10,"Evgeny Bareev",2713,1995,7
"1141",1,"Garry Kasparov",2855,1995,6
"1142",2,"Anatoly Karpov",2812,1995,6
"1143",3,"Viswanathan Anand",2808,1995,6
"1144",4,"Vassily Ivanchuk",2797,1995,6
"1145",5,"Gata Kamsky",2778,1995,6
"1146",6,"Vladimir Kramnik",2765,1995,6
"1147",7,"Valery Salov",2753,1995,6
"1148",8,"Alexei Shirov",2744,1995,6
"1149",9,"Boris Gelfand",2727,1995,6
"1150",10,"Evgeny Bareev",2714,1995,6
"1151",1,"Garry Kasparov",2853,1995,5
"1152",2,"Anatoly Karpov",2813,1995,5
"1153",3,"Viswanathan Anand",2808,1995,5
"1154",4,"Vassily Ivanchuk",2795,1995,5
"1155",5,"Gata Kamsky",2778,1995,5
"1156",6,"Vladimir Kramnik",2764,1995,5
"1157",7,"Valery Salov",2749,1995,5
"1158",8,"Alexei Shirov",2742,1995,5
"1159",9,"Boris Gelfand",2727,1995,5
"1160",10,"Alexey Dreev",2713,1995,5
"1161",1,"Garry Kasparov",2845,1995,4
"1162",2,"Anatoly Karpov",2813,1995,4
"1163",3,"Viswanathan Anand",2802,1995,4
"1164",4,"Vassily Ivanchuk",2791,1995,4
"1165",5,"Gata Kamsky",2775,1995,4
"1166",6,"Vladimir Kramnik",2761,1995,4
"1167",7,"Valery Salov",2760,1995,4
"1168",8,"Alexei Shirov",2752,1995,4
"1169",9,"Boris Gelfand",2725,1995,4
"1170",10,"Alexey Dreev",2713,1995,4
"1171",1,"Garry Kasparov",2848,1995,3
"1172",2,"Anatoly Karpov",2810,1995,3
"1173",3,"Viswanathan Anand",2796,1995,3
